ID,label,node,value
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Prescriptive recommendations,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Simulation models,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Federated learning,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Actuator configuration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Compliance indicator,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Device management,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Event logging,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,I/O performance metrics,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,System monitoring,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Command and control,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Orchestration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Trustworthiness,Data encryption,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Trustworthiness,Privacy,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Trustworthiness,Reliability,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Trustworthiness,Resilience,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Trustworthiness,Security,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,3D Rendering,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Advanced visualization,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Augmented reality,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Dashboards,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Entity Relationship Visualization,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Gamification,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Gaming engine Visualization,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Real-time monitoring,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Virtual reality,Not available
Compliance and feedback based model to measure cloud trustworthiness for hosting digital twins,Paper Metadata,Paper title,Compliance and feedback based model to measure cloud trustworthiness for hosting digital twins
Compliance and feedback based model to measure cloud trustworthiness for hosting digital twins,Paper Metadata,Paper DOI,10.1186/s13677-024-00690-0
Compliance and feedback based model to measure cloud trustworthiness for hosting digital twins,Paper Metadata,Paper abstract,"Cloud-based digital twins use real-time data from various data sources to simulate the behavior and performance of their physical counterparts, enabling monitoring and analysis. However, one restraining factor in the use of cloud computing for digital twins is its users' concerns about the security of their data. This data may be located anywhere in the cloud, with very limited control of the user to ensure its security. Cloud-based digital twins provide opportunities for researchers to collaborate yet security of such digital twins requires measures specific to cloud computing. To overcome this shortcoming, we need to devise a mechanism that not only ensures essential security safeguards but also computes a Trustworthiness value for Cloud Service Providers (CSP). This would give confidence to cloud users and enable them to choose the right CSP for their data-related interaction. This research proposes a solution, whereby the Trustworthiness of CSPs is calculated based on their Compliance with data security controls, User Feedback, and Auditor Rating. Two additional factors, Accuracy of Compliance Measurement and Control Significance Factor have been built in, to cater for other nonstandard conditions. Our implementation of Data Security Compliance Monitor and Data Trust as a Service, along with three CSPs, each with ten different settings, has supported our proposition through the devised formula. Experimental outcomes show changes in the trustworthiness value with changes in compliance level, user feedback and auditor rating. CSPs with better compliance have better trustworthiness values. However, if the Accuracy of Compliance Measurement and Control Significance Factor are low the trustworthiness is also proportionately less. This creates a balance and realism in our calculations. This model is unique and will help in creating users' trust in cloud-based digital twins."
Compliance and feedback based model to measure cloud trustworthiness for hosting digital twins,DT General Information,Biomodels link,Not available
Compliance and feedback based model to measure cloud trustworthiness for hosting digital twins,DT General Information,DT performance metrics,"Trustworthiness value, Compliance level, User feedback, Auditor rating, Accuracy of Compliance Measurement, Control Significance Factor"
